"","FTHG","FTAG","HTHG","HTAG","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","L","D","W"
"1893",2,3,1,1,12,12,5,7,10,8,7,7,1,0,0,0,1,0,0
"1894",0,1,0,0,7,9,2,3,17,10,4,4,1,2,0,0,1,0,0
"1895",1,1,0,0,11,7,7,3,9,7,3,4,0,2,0,0,0,1,0
"1896",0,3,0,1,19,8,11,6,12,9,8,0,2,1,0,0,1,0,0
"1897",1,0,0,0,23,6,19,4,6,12,14,1,1,3,0,1,0,0,1
"1898",5,5,1,3,15,12,8,8,10,6,3,5,0,1,0,0,0,1,0
"1899",4,2,2,0,21,17,12,7,14,8,6,4,2,1,0,0,0,0,1
"1900",2,2,2,1,12,5,6,2,8,12,4,2,2,1,0,0,0,1,0
"1901",1,3,1,1,16,9,4,4,15,18,4,3,4,5,1,0,1,0,0
"1902",1,0,1,0,26,10,11,4,11,11,12,6,1,1,0,0,0,0,1
"1903",2,2,0,0,8,19,2,6,13,10,6,8,2,0,0,0,0,1,0
"1904",0,1,0,0,20,5,3,1,14,14,6,1,0,3,0,0,1,0,0
"1905",1,4,0,2,17,15,6,7,13,10,7,4,1,3,0,0,1,0,0
"1906",0,1,0,0,11,7,1,2,14,24,4,8,4,0,0,0,1,0,0
"1907",2,0,1,0,18,12,4,1,10,7,4,3,0,1,0,0,0,0,1
"1908",2,0,2,0,22,7,5,2,7,16,5,1,0,1,0,0,0,0,1
"1909",0,1,0,0,5,17,3,2,6,9,3,7,1,0,0,0,1,0,0
"1910",4,0,2,0,20,5,11,1,9,7,8,1,2,3,0,1,0,0,1
"1911",2,1,1,1,15,7,3,3,12,13,1,2,1,4,0,0,0,0,1
"1912",0,1,0,1,17,5,3,1,9,8,8,2,3,3,0,0,1,0,0
"1913",0,0,0,0,22,7,8,2,14,15,11,1,1,1,0,0,0,1,0
"1914",1,3,0,2,16,18,7,7,10,8,1,8,2,2,0,0,1,0,0
"1915",1,0,1,0,6,13,1,4,14,19,1,5,1,1,1,0,0,0,1
"1916",0,0,0,0,16,6,0,1,12,14,5,4,0,1,0,0,0,1,0
"1917",1,1,0,1,17,8,6,3,12,13,5,2,2,2,0,0,0,1,0
"1918",2,1,0,1,14,14,5,5,13,6,7,0,3,0,0,0,0,0,1
"1919",3,2,0,0,9,16,6,5,2,9,3,8,0,0,0,0,0,0,1
"1920",1,0,0,0,19,7,5,5,10,15,8,3,1,4,0,0,0,0,1
"1921",0,0,0,0,13,8,3,4,9,9,4,1,0,2,0,0,0,1,0
"1922",0,0,0,0,4,13,1,3,11,9,4,5,1,1,0,0,0,1,0
"1923",3,1,1,0,17,10,6,2,6,6,6,6,1,0,0,1,0,0,1
"1924",2,0,0,0,12,7,6,2,15,14,7,4,2,3,0,0,0,0,1
"1925",1,0,0,0,24,3,9,2,13,9,13,2,2,2,0,0,0,0,1
"1926",1,0,0,0,15,11,4,2,11,15,5,5,0,0,0,0,0,0,1
"1927",0,1,0,0,9,15,0,5,10,12,3,4,2,1,0,0,1,0,0
"1928",1,0,1,0,12,14,5,4,15,14,3,6,2,2,0,0,0,0,1
"1929",1,0,1,0,10,10,5,4,15,15,2,7,2,4,0,0,0,0,1
"1930",0,2,0,1,10,12,1,4,10,14,2,3,4,3,0,0,1,0,0
"1931",1,2,0,1,10,17,1,8,9,11,4,2,1,4,0,0,1,0,0
"1932",1,0,1,0,11,22,5,5,10,12,5,7,0,4,0,0,0,0,1
"1933",1,1,1,0,12,12,2,4,9,12,4,5,0,1,0,0,0,1,0
"1934",1,1,1,0,18,10,5,2,8,8,6,2,1,2,0,0,0,1,0
"1935",2,0,1,0,19,4,7,0,8,11,10,1,1,2,0,1,0,0,1
"1936",0,0,0,0,11,10,3,3,13,11,2,4,1,1,0,0,0,1,0
"1937",1,3,0,1,17,14,2,6,12,10,6,7,1,2,0,0,1,0,0
"1938",2,0,1,0,23,4,7,1,2,12,8,1,1,3,0,0,0,0,1
"1939",0,0,0,0,15,6,5,1,12,10,10,4,1,3,0,0,0,1,0
"1940",2,2,1,2,17,12,8,5,7,10,3,7,2,3,0,0,0,1,0
"1941",2,0,0,0,26,4,10,1,11,9,13,3,0,0,0,0,0,0,1
"1942",0,1,0,0,10,12,5,7,6,9,6,6,0,1,0,0,1,0,0
"1943",2,3,2,1,15,12,2,5,11,8,3,3,1,1,0,0,1,0,0
"1944",0,1,0,1,12,16,1,4,15,10,7,4,1,0,0,0,1,0,0
"1945",3,0,1,0,13,7,4,0,9,10,5,6,0,2,0,0,0,0,1
"1946",2,3,1,0,9,10,1,4,16,12,5,5,2,1,1,0,1,0,0
"1947",3,1,2,1,16,9,8,3,8,15,6,7,0,2,0,0,0,0,1
"1948",0,1,0,0,6,29,0,12,5,7,2,12,1,4,0,0,1,0,0
"1949",0,2,0,1,9,15,1,7,13,9,6,7,2,2,0,0,1,0,0
"1950",4,1,2,0,18,14,5,3,8,12,8,4,1,2,0,0,0,0,1
"1951",3,2,0,1,8,20,4,7,13,9,2,13,1,1,0,0,0,0,1
"1952",1,2,1,1,9,22,5,4,14,13,11,10,1,1,0,0,1,0,0
"1953",1,0,1,0,9,18,2,5,11,12,6,6,1,2,0,0,0,0,1
"1954",1,2,0,0,14,12,6,4,10,14,5,8,3,2,0,0,1,0,0
"1955",2,0,0,0,12,8,3,0,11,12,8,2,1,2,0,0,0,0,1
"1956",1,2,0,0,10,10,3,4,5,11,4,3,3,2,0,0,1,0,0
"1957",1,1,1,0,12,11,4,5,14,14,4,5,5,1,0,1,0,1,0
"1958",0,1,0,1,8,8,1,3,14,12,7,3,2,1,0,0,1,0,0
"1959",1,3,0,2,23,15,5,6,8,10,10,8,2,1,0,0,1,0,0
"1960",3,2,3,0,18,15,7,6,5,15,1,1,3,1,0,0,0,0,1
"1961",1,2,0,2,8,20,2,10,11,8,3,3,1,0,0,0,1,0,0
"1962",1,0,0,0,9,16,2,3,11,13,7,5,3,2,0,0,0,0,1
"1963",0,0,0,0,6,18,1,4,7,11,7,7,2,1,0,0,0,1,0
"1964",3,1,3,0,13,11,7,2,11,6,11,3,2,1,0,0,0,0,1
"1965",3,1,2,1,12,6,6,4,15,10,8,1,5,4,0,0,0,0,1
"1966",1,2,1,0,6,13,2,6,15,13,4,4,2,4,0,0,1,0,0
"1967",1,3,0,1,14,22,3,8,12,9,4,6,1,1,0,0,1,0,0
"1968",2,0,1,0,12,17,4,7,13,8,7,4,3,1,0,0,0,0,1
"1969",0,3,0,0,14,16,4,5,5,9,6,7,0,0,0,0,1,0,0
"1970",1,1,1,0,12,14,4,5,6,11,6,2,1,2,0,0,0,1,0
"1971",4,1,1,0,20,12,11,6,8,7,10,1,0,0,0,0,0,0,1
"1972",4,1,1,1,20,13,7,3,12,5,6,9,1,2,0,0,0,0,1
"1973",2,1,1,1,14,9,6,1,7,17,5,7,3,1,0,0,0,0,1
"1974",1,1,1,0,12,18,5,7,10,19,4,4,2,3,0,0,0,1,0
"1975",2,2,1,1,14,23,4,7,8,10,3,13,2,3,1,0,0,1,0
"1976",0,0,0,0,9,12,3,5,12,10,6,6,1,0,0,0,0,1,0
"1977",4,0,0,0,14,6,6,1,12,13,7,2,1,2,0,0,0,0,1
"1978",1,3,0,1,11,16,2,9,7,12,5,5,1,2,0,0,1,0,0
"1979",0,2,0,1,15,13,2,6,13,12,4,7,3,4,0,0,1,0,0
"1980",1,4,1,2,14,9,4,6,10,13,5,7,0,1,0,0,1,0,0
"1981",0,2,0,0,14,15,3,4,14,8,8,6,0,2,0,0,1,0,0
"1982",0,2,0,0,13,10,4,4,12,8,4,3,0,0,0,1,1,0,0
"1983",4,1,2,0,18,15,7,3,14,11,3,9,0,2,0,0,0,0,1
"1984",3,2,1,2,19,10,5,5,8,18,12,2,2,6,0,0,0,0,1
"1985",0,0,0,0,31,6,10,4,8,10,13,2,1,1,0,0,0,1,0
"1986",2,0,2,0,20,1,6,0,12,8,10,3,0,2,0,0,0,0,1
"1987",2,1,1,0,12,15,4,6,11,15,3,6,2,3,0,0,0,0,1
"1988",2,1,1,0,8,16,4,4,13,14,5,3,1,1,0,0,0,0,1
"1989",0,0,0,0,10,15,5,4,12,14,9,6,1,3,0,0,0,1,0
"1990",1,0,0,0,15,10,6,4,13,10,6,4,3,3,0,0,0,0,1
"1991",2,0,1,0,12,12,7,4,11,7,3,5,2,1,0,0,0,0,1
"1992",1,3,0,3,15,10,6,4,6,12,4,4,2,1,0,0,1,0,0
"1993",1,0,1,0,25,9,2,1,17,11,4,2,2,0,0,2,0,0,1
"1994",7,0,4,0,27,7,9,1,6,9,10,3,1,1,0,0,0,0,1
"1995",2,0,0,0,15,13,8,2,13,11,3,8,2,2,0,0,0,0,1
"1996",1,1,1,1,9,10,3,2,13,13,5,5,3,1,0,0,0,1,0
"1997",2,0,1,0,9,12,4,4,11,9,10,3,0,1,0,0,0,0,1
"1998",0,0,0,0,17,8,4,2,8,15,5,1,0,2,0,0,0,1,0
"1999",1,0,0,0,9,10,3,3,11,7,6,3,1,1,0,1,0,0,1
"2000",0,0,0,0,8,16,1,6,11,9,7,4,4,1,0,0,0,1,0
"2001",2,0,0,0,17,8,6,2,10,3,5,3,1,1,0,0,0,0,1
"2002",2,2,1,0,17,11,7,3,11,15,9,4,3,7,0,0,0,1,0
"2003",0,0,0,0,9,15,2,2,16,8,4,7,1,0,0,0,0,1,0
"2004",4,0,3,0,32,4,10,1,13,9,9,3,0,1,0,0,0,0,1
"2005",3,1,0,1,15,12,6,4,12,11,4,2,1,1,0,0,0,0,1
"2006",4,1,3,0,15,10,7,2,10,15,6,5,1,2,0,0,0,0,1
"2007",1,0,1,0,5,10,2,2,12,11,5,6,2,3,0,0,0,0,1
"2008",1,0,1,0,5,24,2,4,6,13,0,14,0,1,0,0,0,0,1
"2009",3,3,0,2,17,6,6,3,12,15,14,3,5,3,0,0,0,1,0
"2010",0,1,0,1,31,8,14,4,5,15,11,4,1,2,0,0,1,0,0
"2011",2,0,1,0,9,10,4,4,10,14,5,6,0,3,0,0,0,0,1
"2012",3,3,1,2,18,11,12,5,16,15,6,7,4,3,0,0,0,1,0
"2013",1,2,0,0,9,21,3,5,11,9,8,8,3,1,0,0,1,0,0
"2014",0,1,0,0,15,9,2,2,8,11,11,4,2,1,0,1,1,0,0
"2015",2,1,2,0,21,10,5,2,8,7,6,5,0,1,0,0,0,0,1
"2016",2,0,1,0,17,11,5,3,11,5,3,7,2,1,0,1,0,0,1
"2017",0,3,0,2,8,20,1,8,12,10,8,4,0,0,0,0,1,0,0
"2018",2,2,1,2,14,16,4,5,15,14,2,8,4,2,0,0,0,1,0
"2019",6,0,3,0,15,13,10,5,7,11,4,7,1,3,0,0,0,0,1
"2020",2,2,2,0,11,15,4,7,9,14,4,2,1,2,0,0,0,1,0
"2021",0,0,0,0,13,7,4,1,14,12,7,6,2,1,0,0,0,1,0
"2022",0,3,0,1,10,15,4,6,6,8,3,3,0,3,0,0,1,0,0
"2023",4,0,1,0,22,4,12,3,9,16,9,3,0,3,0,0,0,0,1
"2024",2,1,1,0,14,14,6,1,15,15,3,3,1,2,0,0,0,0,1
"2025",1,0,1,0,10,13,3,3,12,14,5,4,1,2,0,0,0,0,1
"2026",3,0,0,0,23,10,12,0,11,8,6,3,3,2,0,0,0,0,1
"2027",3,1,0,1,16,9,7,1,15,14,8,4,1,4,0,0,0,0,1
"2028",3,1,1,1,12,9,4,4,10,16,2,6,2,0,0,0,0,0,1
"2029",3,0,1,0,22,9,7,4,7,8,5,4,1,0,0,0,0,0,1
"2030",2,2,1,1,10,8,4,3,9,15,7,7,1,3,0,0,0,1,0
"2031",1,0,1,0,10,11,5,2,10,9,3,4,1,2,0,0,0,0,1
"2032",2,0,1,0,20,7,7,2,9,6,11,1,0,0,0,0,0,0,1
"2033",1,2,0,0,16,18,6,5,7,16,9,7,2,1,0,0,1,0,0
"2034",5,1,3,0,28,14,12,5,10,6,4,0,3,1,0,0,0,0,1
"2035",0,1,0,0,18,15,6,4,12,12,7,4,2,0,0,0,1,0,0
"2036",2,3,0,1,21,6,9,3,9,13,8,2,3,2,0,0,1,0,0
"2037",0,0,0,0,17,14,2,3,11,12,2,5,2,2,0,0,0,1,0
"2038",3,4,1,2,12,19,3,5,15,14,6,5,4,3,0,0,1,0,0
"2039",3,0,1,0,13,14,5,3,4,8,5,1,0,2,0,0,0,0,1
"2040",2,3,0,2,12,15,1,5,8,10,3,3,1,1,0,0,1,0,0
"2041",2,0,1,0,19,10,5,2,9,12,8,3,0,0,0,0,0,0,1
"2042",4,1,1,0,32,8,9,1,9,12,8,4,0,3,0,1,0,0,1
"2043",0,1,0,0,8,9,4,3,11,18,4,4,0,2,0,0,1,0,0
"2044",1,1,1,1,15,13,4,3,6,9,5,4,0,2,0,0,0,1,0
"2045",3,2,1,1,9,15,3,6,14,8,5,2,4,1,0,0,0,0,1
"2046",1,2,1,1,11,22,4,5,14,9,4,10,2,0,0,0,1,0,0
"2047",0,2,0,1,26,8,12,3,10,6,10,3,1,3,0,0,1,0,0
"2048",1,1,0,0,11,12,5,4,13,11,3,2,0,4,0,0,0,1,0
"2049",2,0,2,0,22,10,10,2,12,13,4,7,0,2,0,0,0,0,1
"2050",1,1,0,1,11,9,2,2,8,7,12,1,3,3,0,0,0,1,0
"2051",1,0,0,0,11,12,3,2,16,12,8,6,2,1,0,0,0,0,1
"2052",2,1,2,1,16,10,7,5,13,7,3,1,2,1,0,0,0,0,1
"2053",4,1,1,0,22,16,7,3,10,7,12,2,1,2,0,0,0,0,1
"2054",0,0,0,0,13,11,4,2,11,13,7,5,1,0,0,0,0,1,0
"2055",6,3,2,1,22,12,7,6,12,6,8,8,2,1,0,0,0,0,1
"2056",1,1,1,0,16,8,5,3,10,16,11,3,1,2,0,0,0,1,0
"2057",0,0,0,0,11,19,2,6,11,5,2,9,1,0,0,0,0,1,0
"2058",0,3,0,2,17,14,6,5,15,8,3,4,4,2,0,0,1,0,0
"2059",1,1,1,1,16,10,3,2,12,11,8,5,0,3,0,0,0,1,0
"2060",0,5,0,2,9,21,0,10,17,15,2,9,3,0,1,0,1,0,0
"2061",0,3,0,2,9,13,4,6,11,14,3,7,1,2,0,0,1,0,0
"2062",2,4,0,2,12,17,5,10,7,15,4,4,1,1,0,0,1,0,0
"2063",3,1,3,0,27,10,7,3,11,13,9,5,2,0,0,0,0,0,1
"2064",3,1,2,0,21,4,8,1,7,16,8,2,1,4,0,0,0,0,1
"2065",2,1,0,0,12,14,2,4,13,17,6,7,1,5,0,0,0,0,1
"2066",0,0,0,0,18,14,4,5,13,10,6,7,2,1,1,0,0,1,0
"2067",1,1,0,1,14,6,3,3,8,15,9,2,2,1,0,0,0,1,0
"2068",2,3,1,1,12,13,5,3,10,18,2,5,1,1,0,0,1,0,0
"2069",1,2,0,0,13,14,3,6,11,10,4,8,1,0,0,0,1,0,0
"2070",0,0,0,0,7,13,2,4,7,11,8,6,2,1,0,0,0,1,0
"2071",0,1,0,0,10,12,4,7,11,8,7,5,2,2,0,0,1,0,0
"2072",0,3,0,3,9,11,0,6,11,13,6,3,1,2,0,0,1,0,0
"2073",1,0,1,0,19,8,7,1,14,9,13,7,1,0,0,0,0,0,1
"2074",0,1,0,1,26,13,9,6,11,7,11,2,1,0,1,0,1,0,0
"2075",2,3,2,2,17,13,5,4,12,14,6,5,2,2,0,1,1,0,0
"2076",2,1,2,1,20,12,6,5,10,9,7,6,1,3,0,0,0,0,1
"2077",5,1,1,1,27,11,8,3,10,8,8,2,1,1,0,2,0,0,1
"2078",1,2,1,1,12,15,3,7,14,10,5,4,3,0,0,0,1,0,0
"2079",1,1,1,1,20,7,3,4,8,12,12,2,3,2,0,0,0,1,0
"2080",1,3,0,0,12,29,5,8,11,6,0,10,1,1,0,0,1,0,0
"2081",1,1,1,1,7,17,3,3,13,9,2,8,3,2,0,0,0,1,0
"2082",2,2,1,0,16,21,7,9,14,10,6,6,3,2,0,0,0,1,0
"2083",6,0,0,0,21,5,13,2,11,9,6,1,0,0,0,0,0,0,1
"2084",1,0,0,0,23,9,4,4,12,7,12,5,1,1,0,0,0,0,1
"2085",0,1,0,0,15,7,4,3,11,10,8,3,4,3,0,0,1,0,0
"2086",3,3,1,2,16,22,6,7,10,13,6,5,3,2,0,0,0,1,0
"2087",2,1,2,1,11,8,5,4,17,17,4,2,4,1,0,0,0,0,1
"2088",2,1,1,0,9,12,4,2,9,14,2,3,2,4,0,0,0,0,1
"2089",0,1,0,0,11,11,3,5,10,8,4,1,0,3,0,0,1,0,0
"2090",3,0,1,0,20,2,7,1,6,14,6,1,2,2,0,0,0,0,1
"2091",2,0,0,0,28,8,6,2,6,11,12,2,1,2,0,0,0,0,1
"2092",1,1,1,1,13,8,4,5,12,10,9,4,2,1,0,1,0,1,0
"2093",2,1,1,1,30,11,11,3,6,5,12,4,2,1,0,1,0,0,1
"2094",2,0,1,0,17,10,6,0,15,15,3,4,1,2,0,0,0,0,1
"2095",1,2,0,1,16,9,6,4,7,7,13,2,2,1,0,0,1,0,0
"2096",0,3,0,0,12,11,2,5,13,10,6,8,4,1,0,0,1,0,0
"2097",1,1,0,0,10,16,4,4,16,11,2,5,4,1,0,0,0,1,0
"2098",0,1,0,1,17,13,1,5,8,11,10,2,4,3,0,0,1,0,0
"2099",2,3,1,1,15,14,4,4,5,10,8,6,2,5,0,0,1,0,0
"2100",1,0,0,0,13,9,4,3,7,15,3,4,0,0,0,1,0,0,1
"2101",0,2,0,1,19,10,7,3,7,16,8,7,1,3,0,1,1,0,0
"2102",2,0,1,0,23,12,5,3,7,14,10,5,1,2,0,0,0,0,1
"2103",1,4,0,2,17,10,5,6,15,13,10,6,3,3,0,0,1,0,0
"2104",0,2,0,0,10,14,2,5,12,7,1,7,2,1,0,0,1,0,0
"2105",2,0,0,0,16,13,5,2,9,10,3,5,0,2,0,0,0,0,1
"2106",1,0,0,0,18,4,5,2,11,17,4,4,1,2,0,0,0,0,1
"2107",2,0,0,0,10,14,4,2,12,12,5,11,1,2,0,0,0,0,1
"2108",0,2,0,1,13,14,5,6,18,15,5,6,4,2,0,0,1,0,0
"2109",3,5,2,2,13,13,4,9,10,8,11,2,1,1,0,0,1,0,0
"2110",1,2,0,2,11,8,5,4,12,9,3,5,2,2,0,0,1,0,0
"2111",2,0,0,0,22,8,8,2,5,7,4,4,0,0,0,0,0,0,1
"2112",1,0,0,0,12,17,6,2,9,13,4,3,0,2,0,0,0,0,1
"2113",2,2,1,2,14,12,6,3,14,18,2,3,1,4,0,0,0,1,0
"2114",4,2,2,1,24,7,9,6,6,5,10,7,2,0,0,0,0,0,1
"2115",1,0,0,0,25,10,4,0,8,16,10,8,1,2,0,1,0,0,1
"2116",2,2,1,2,10,17,5,8,8,8,4,7,2,0,0,0,0,1,0
"2117",1,3,1,2,11,19,2,9,9,6,4,3,0,0,0,0,1,0,0
"2118",3,1,2,0,13,10,6,4,15,21,5,4,1,3,0,1,0,0,1
"2119",1,3,0,1,13,11,3,5,6,9,8,2,2,1,0,0,1,0,0
"2120",1,1,0,1,14,13,6,4,16,12,4,2,3,2,0,0,0,1,0
"2121",1,0,1,0,13,13,3,4,14,8,8,3,4,0,0,1,0,0,1
"2122",4,0,3,0,20,18,9,4,11,13,5,8,0,3,0,0,0,0,1
"2123",2,0,1,0,17,7,5,1,9,9,5,5,0,1,0,0,0,0,1
"2124",0,0,0,0,9,22,2,3,13,7,7,7,1,1,1,1,0,1,0
"2125",2,2,1,0,13,7,5,4,11,4,7,5,1,1,0,1,0,1,0
"2126",2,0,0,0,14,15,7,4,14,9,5,8,1,1,0,0,0,0,1
"2127",4,3,3,3,10,12,6,4,15,10,3,3,1,3,0,0,0,0,1
"2128",0,0,0,0,39,1,9,1,12,11,13,3,1,3,0,0,0,1,0
"2129",1,0,1,0,16,14,6,5,16,15,2,3,2,2,0,1,0,0,1
"2130",1,5,0,1,4,24,2,10,11,10,3,5,1,4,1,0,1,0,0
"2131",2,1,0,1,14,27,5,6,8,9,7,14,1,4,0,0,0,0,1
"2132",2,1,0,1,13,4,6,1,4,18,13,1,1,0,0,0,0,0,1
"2133",0,3,0,0,8,17,4,5,10,9,4,5,0,3,0,0,1,0,0
"2134",1,1,1,0,9,19,4,3,13,9,4,10,1,1,0,0,0,1,0
"2135",0,3,0,2,28,16,10,5,18,13,7,3,2,2,0,0,1,0,0
"2136",2,1,1,0,13,19,6,4,18,7,7,10,2,2,0,0,0,0,1
"2137",2,0,2,0,11,20,4,0,7,7,8,11,1,0,1,0,0,0,1
"2138",2,0,0,0,11,10,6,2,9,14,6,5,1,2,0,0,0,0,1
"2139",1,1,0,1,12,12,4,3,13,15,3,4,4,2,0,0,0,1,0
"2140",0,1,0,1,25,18,3,6,11,13,12,6,3,3,0,0,1,0,0
"2141",0,2,0,0,16,10,1,2,9,8,8,10,0,2,0,0,1,0,0
"2142",3,0,2,0,18,12,8,6,7,10,6,5,0,3,0,0,0,0,1
"2143",3,1,2,0,10,16,6,6,13,13,4,7,0,3,0,0,0,0,1
"2144",5,1,4,0,22,11,12,6,14,14,6,6,1,2,0,0,0,0,1
"2145",0,0,0,0,7,15,2,2,7,6,4,14,2,1,0,0,0,1,0
"2146",2,2,2,2,17,5,5,4,7,14,7,4,0,4,0,0,0,1,0
"2147",0,2,0,1,7,25,3,9,12,16,2,6,1,3,1,0,1,0,0
"2148",3,0,0,0,17,7,6,1,7,8,5,1,1,1,0,0,0,0,1
"2149",2,2,0,1,31,6,9,3,3,6,10,1,0,0,0,0,0,1,0
"2150",1,0,0,0,8,11,2,3,9,13,9,7,1,0,0,0,0,0,1
"2151",0,0,0,0,12,18,3,6,5,9,7,9,0,0,0,0,0,1,0
"2152",0,1,0,0,12,16,4,7,6,8,2,2,0,3,0,0,1,0,0
"2153",1,1,0,1,12,15,1,4,9,13,5,8,3,4,0,0,0,1,0
"2154",2,0,0,0,12,13,7,6,12,16,5,5,1,3,0,0,0,0,1
"2155",0,0,0,0,17,6,5,2,10,14,5,5,1,2,0,0,0,1,0
"2156",2,3,1,1,10,21,3,7,7,9,7,5,4,3,0,0,1,0,0
"2157",0,4,0,1,13,15,5,8,6,11,8,6,0,0,0,0,1,0,0
"2158",1,1,1,0,7,13,4,3,11,12,2,5,2,2,0,0,0,1,0
"2159",4,1,3,0,12,7,9,3,10,11,7,3,0,1,0,0,0,0,1
"2160",0,4,0,2,23,12,5,6,4,11,9,2,1,1,0,0,1,0,0
"2161",1,0,0,0,25,8,8,2,15,12,8,8,1,2,0,0,0,0,1
"2162",0,2,0,0,15,14,6,5,12,10,6,4,0,2,0,0,1,0,0
"2163",1,0,0,0,19,7,7,2,16,13,8,3,3,1,0,0,0,0,1
"2164",1,1,0,1,16,7,5,3,13,15,8,2,3,3,0,0,0,1,0
"2165",3,1,2,1,10,25,5,5,10,8,5,11,0,1,0,0,0,0,1
"2166",4,3,3,2,21,14,10,5,9,11,3,5,1,0,0,0,0,0,1
"2167",1,0,0,0,23,10,5,2,12,10,10,1,2,2,0,0,0,0,1
"2168",1,0,0,0,13,9,3,2,8,15,5,3,1,3,0,0,0,0,1
"2169",1,0,0,0,22,6,3,1,9,8,11,5,1,1,0,0,0,0,1
"2170",1,3,0,0,7,17,3,8,14,13,5,4,2,1,0,0,1,0,0
"2171",1,4,0,2,13,17,3,7,13,10,6,3,3,2,0,0,1,0,0
"2172",0,3,0,1,13,12,2,5,10,6,3,6,1,2,0,0,1,0,0
"2173",1,0,0,0,8,10,4,2,13,11,3,4,3,1,0,0,0,0,1
"2174",4,1,4,1,10,7,4,4,12,10,6,2,0,3,0,0,0,0,1
"2175",1,1,1,0,7,7,5,4,8,11,1,4,1,4,1,0,0,1,0
"2176",1,0,1,0,15,8,6,2,11,12,4,7,1,3,0,0,0,0,1
"2177",3,1,1,0,19,14,9,6,9,12,7,6,1,0,0,0,0,0,1
"2178",4,0,0,0,12,6,4,2,11,18,5,4,2,3,0,1,0,0,1
"2179",0,1,0,1,6,11,1,3,14,18,8,3,1,5,0,0,1,0,0
"2180",1,1,0,0,13,6,5,3,9,12,3,1,0,2,0,1,0,1,0
"2181",0,3,0,1,14,14,3,5,11,10,3,5,1,2,0,0,1,0,0
"2182",1,0,0,0,13,15,4,2,14,8,4,5,4,0,0,2,0,0,1
"2183",2,1,0,0,19,10,6,3,10,10,10,5,1,3,0,0,0,0,1
"2184",1,0,0,0,12,12,3,3,11,6,9,7,1,0,0,0,0,0,1
"2185",0,2,0,1,15,8,5,3,9,14,3,4,2,2,0,1,1,0,0
"2186",4,2,1,0,16,6,6,3,11,17,6,1,1,2,0,0,0,0,1
"2187",3,1,1,1,17,8,9,2,13,13,6,4,1,1,0,0,0,0,1
"2188",0,0,0,0,19,12,2,5,16,14,6,2,4,4,0,0,0,1,0
"2189",1,2,1,0,15,13,4,4,7,13,4,1,1,3,0,0,1,0,0
"2190",0,3,0,1,13,17,1,7,13,12,3,4,1,4,1,0,1,0,0
"2191",0,1,0,1,17,7,2,3,18,11,5,2,5,3,0,0,1,0,0
"2192",3,6,2,2,9,19,3,9,14,11,4,6,2,3,0,0,1,0,0
"2193",6,0,4,0,21,12,11,5,14,8,7,1,0,1,0,1,0,0,1
"2194",3,2,1,1,9,21,6,7,9,6,5,12,0,0,0,0,0,0,1
"2195",2,0,2,0,12,17,5,4,18,13,4,5,2,0,0,0,0,0,1
"2196",5,0,1,0,22,6,12,0,8,15,13,2,0,3,0,1,0,0,1
"2197",1,0,0,0,21,8,8,1,4,8,9,5,0,1,0,0,0,0,1
"2198",2,0,2,0,14,10,8,2,16,20,8,5,2,4,0,1,0,0,1
"2199",0,2,0,2,10,16,1,7,8,8,12,7,2,1,0,0,1,0,0
"2200",1,4,1,3,12,10,3,5,16,10,5,3,5,1,0,0,1,0,0
"2201",3,2,1,2,15,12,6,4,9,9,7,3,1,2,0,0,0,0,1
"2202",2,2,0,1,13,8,4,2,11,12,7,0,0,1,0,0,0,1,0
"2203",0,3,0,1,10,13,4,4,12,8,5,8,2,2,0,0,1,0,0
"2204",0,3,0,1,16,8,3,6,8,10,9,8,0,1,0,0,1,0,0
"2205",2,1,1,0,21,12,7,4,5,15,3,4,0,2,0,0,0,0,1
"2206",2,1,1,0,9,10,3,3,12,9,4,5,0,1,0,1,0,0,1
"2207",1,1,0,1,10,15,3,4,8,11,6,6,1,4,0,0,0,1,0
"2208",1,0,0,0,14,21,4,2,10,4,2,13,4,1,0,0,0,0,1
"2209",4,1,2,1,9,10,6,1,10,16,0,5,2,4,0,0,0,0,1
"2210",4,0,1,0,23,5,11,2,5,6,7,5,0,1,0,0,0,0,1
"2211",1,0,0,0,15,5,3,3,9,9,8,1,2,0,0,0,0,0,1
"2212",3,0,2,0,16,8,7,4,15,9,7,4,1,2,0,0,0,0,1
"2213",3,3,2,1,16,11,6,5,12,13,4,1,1,1,0,0,0,1,0
"2214",1,3,0,0,23,14,8,7,7,4,5,6,1,2,0,0,1,0,0
"2215",4,0,2,0,11,15,5,4,9,9,5,7,0,2,0,0,0,0,1
"2216",1,2,0,1,26,11,7,6,11,14,8,3,2,4,0,0,1,0,0
"2217",1,2,0,0,12,16,6,8,10,13,2,7,3,2,0,0,1,0,0
"2218",0,3,0,1,13,13,4,8,5,13,10,3,2,4,0,0,1,0,0
"2219",3,0,1,0,18,4,8,2,8,18,7,3,0,0,0,0,0,0,1
"2220",1,0,1,0,8,12,4,2,6,18,7,2,0,2,0,0,0,0,1
"2221",4,1,3,1,15,5,8,1,9,15,5,9,3,0,0,0,0,0,1
"2222",0,4,0,1,14,8,4,4,16,6,4,5,1,0,0,0,1,0,0
"2223",0,1,0,1,12,8,4,5,10,11,7,3,1,0,0,0,1,0,0
