"","FTHG","FTAG","HTHG","HTAG","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","L","D","W"
"340",3,1,2,1,13,8,5,3,6,7,5,4,0,1,0,0,0,0,1
"341",3,1,3,0,9,16,7,9,10,14,7,6,2,3,0,0,0,0,1
"342",0,2,0,1,11,13,5,4,7,7,3,3,1,1,0,0,1,0,0
"343",0,3,0,2,12,15,4,9,9,10,5,11,3,1,1,0,1,0,0
"344",0,1,0,1,13,7,7,3,8,9,7,0,3,2,0,0,1,0,0
"345",1,0,1,0,16,10,9,7,6,7,9,7,1,1,0,0,0,0,1
"346",0,0,0,0,16,10,7,2,14,10,9,6,2,3,0,0,0,1,0
"347",3,0,2,0,25,3,11,3,6,8,7,1,0,2,0,1,0,0,1
"348",0,2,0,0,8,10,3,8,15,12,9,3,3,4,0,0,1,0,0
"349",1,0,1,0,12,9,8,5,13,10,13,7,0,2,0,0,0,0,1
"350",2,0,1,0,8,7,6,4,20,12,4,3,2,1,0,0,0,0,1
"351",0,0,0,0,8,15,4,4,12,3,10,3,2,0,0,0,0,1,0
"352",0,0,0,0,13,4,5,2,16,10,4,5,2,3,0,0,0,1,0
"353",3,1,1,1,15,7,11,2,10,9,7,5,1,0,0,0,0,0,1
"354",1,2,0,1,14,10,5,2,12,15,5,3,0,1,0,0,1,0,0
"355",3,1,1,1,12,11,10,4,12,8,5,3,2,0,0,0,0,0,1
"356",0,3,0,2,8,16,3,9,10,17,2,4,3,2,0,0,1,0,0
"357",1,4,0,2,15,16,7,8,19,12,6,2,1,0,0,0,1,0,0
"358",2,0,2,0,15,11,7,5,11,12,8,7,1,1,0,0,0,0,1
"359",3,1,1,1,19,11,9,5,7,15,11,1,3,1,0,0,0,0,1
"360",1,2,1,0,13,18,5,9,11,2,5,4,0,0,0,0,1,0,0
"361",1,1,1,0,16,20,9,12,11,9,5,7,1,2,0,0,0,1,0
"362",3,1,1,1,18,8,9,3,15,14,6,3,1,2,0,1,0,0,1
"363",0,0,0,0,11,14,5,11,13,14,2,6,0,5,0,0,0,1,0
"364",1,1,1,0,10,8,6,6,11,16,6,8,0,2,0,0,0,1,0
"365",0,1,0,1,12,12,6,5,7,17,6,2,0,3,1,0,1,0,0
"366",2,0,0,0,13,8,8,3,8,11,6,3,0,0,0,0,0,0,1
"367",2,1,1,0,11,9,4,3,5,7,4,7,0,1,0,0,0,0,1
"368",2,0,1,0,21,8,12,5,6,6,1,4,1,2,0,0,0,0,1
"369",0,2,0,1,12,16,7,10,13,4,11,5,2,0,0,0,1,0,0
"370",3,1,0,0,9,20,4,9,11,6,5,6,1,0,0,0,0,0,1
"371",4,1,4,1,24,3,11,1,9,11,6,0,1,0,0,0,0,0,1
"372",1,0,1,0,15,8,5,3,8,10,5,3,0,2,0,1,0,0,1
"373",0,0,0,0,10,13,5,5,14,11,4,9,0,1,1,0,0,1,0
"374",0,2,0,1,10,13,4,10,15,10,2,2,0,0,0,0,1,0,0
"375",0,1,0,1,12,12,8,5,17,11,8,3,2,1,0,0,1,0,0
"376",3,1,1,0,20,8,9,4,14,4,9,2,0,1,0,0,0,0,1
"377",1,0,1,0,20,8,12,4,8,10,15,9,0,0,0,0,0,0,1
"378",2,3,0,0,8,14,7,9,8,7,6,7,1,1,0,0,1,0,0
"379",2,1,1,0,14,17,8,6,14,10,4,5,0,1,0,0,0,0,1
"380",1,0,1,0,19,9,10,3,8,21,8,2,0,4,0,0,0,0,1
"381",0,2,0,1,11,14,5,7,15,14,4,6,2,2,0,0,1,0,0
"382",0,2,0,1,17,8,9,5,12,9,5,4,2,1,0,0,1,0,0
"383",0,1,0,1,11,20,3,13,16,10,4,7,2,1,0,0,1,0,0
"384",2,1,1,1,26,7,12,3,13,15,12,4,1,2,0,0,0,0,1
"385",1,6,0,3,8,15,5,9,11,13,4,9,0,0,0,0,1,0,0
"386",0,1,0,1,16,9,4,3,11,18,6,4,3,2,0,0,1,0,0
"387",2,0,2,0,12,9,5,5,15,10,3,6,2,2,0,0,0,0,1
"388",0,2,0,1,19,16,11,13,9,5,8,6,0,0,0,0,1,0,0
"389",1,0,1,0,26,6,17,4,13,7,13,2,1,1,0,0,0,0,1
"390",2,1,1,0,17,6,11,3,14,16,6,5,3,3,0,0,0,0,1
"391",1,3,1,0,4,20,3,9,14,10,1,14,2,2,0,0,1,0,0
"392",0,1,0,1,18,9,5,3,8,21,4,4,0,3,0,0,1,0,0
"393",1,0,0,0,9,9,5,4,11,20,4,5,0,5,0,0,0,0,1
"394",1,0,1,0,8,18,2,9,8,12,1,12,2,1,0,0,0,0,1
"395",1,5,1,3,9,18,7,12,23,13,6,5,3,2,0,0,1,0,0
"396",4,0,2,0,18,6,13,3,10,9,11,5,0,1,0,0,0,0,1
"397",4,1,2,1,19,9,16,4,9,10,8,4,1,0,0,0,0,0,1
"398",0,0,0,0,8,13,6,3,8,13,3,3,0,3,0,0,0,1,0
"399",1,0,0,0,12,20,5,10,19,19,4,12,3,2,0,0,0,0,1
"400",1,0,1,0,16,10,11,2,7,11,5,6,0,1,0,0,0,0,1
"401",2,1,1,1,8,18,5,5,12,14,0,10,2,1,0,0,0,0,1
"402",0,5,0,0,16,16,7,13,11,8,3,5,2,2,0,0,1,0,0
"403",1,0,1,0,8,17,4,11,11,13,3,7,1,0,0,0,0,0,1
"404",0,2,0,1,4,12,1,4,11,10,4,7,0,0,0,0,1,0,0
"405",1,2,0,0,17,17,8,10,13,11,4,8,2,1,0,0,1,0,0
"406",1,3,0,2,21,7,12,4,15,11,10,4,3,2,0,0,1,0,0
"407",0,0,0,0,19,11,9,5,13,18,5,2,1,3,0,0,0,1,0
"408",2,3,1,1,8,26,5,14,14,7,5,11,3,1,1,0,1,0,0
"409",3,0,1,0,27,3,17,0,7,5,10,1,0,1,0,0,0,0,1
"410",2,1,0,1,10,9,4,3,21,15,6,5,3,6,0,0,0,0,1
"411",1,0,1,0,13,9,7,6,9,8,10,10,0,2,0,0,0,0,1
"412",2,1,0,0,20,11,14,6,12,10,7,3,2,2,0,0,0,0,1
"413",1,1,0,1,24,5,17,4,11,15,8,2,0,2,0,0,0,1,0
"414",2,0,1,0,9,6,4,3,9,9,9,4,1,2,0,0,0,0,1
"415",2,1,0,0,26,12,14,7,11,24,12,5,1,5,0,0,0,0,1
"416",0,1,0,1,11,12,6,8,12,7,3,11,2,1,0,0,1,0,0
"417",3,1,1,0,13,9,10,5,13,16,10,6,1,2,0,0,0,0,1
"418",4,0,2,0,27,6,16,3,8,10,7,5,0,2,0,0,0,0,1
"419",4,2,1,0,10,19,6,9,13,12,3,12,3,2,0,0,0,0,1
"420",2,3,1,2,21,14,11,6,17,17,7,5,2,0,0,0,1,0,0
"421",1,2,1,1,4,18,2,10,13,11,4,14,3,3,0,0,1,0,0
"422",4,1,1,1,7,6,4,5,18,15,7,8,2,2,0,0,0,0,1
"423",1,3,1,2,11,17,7,13,16,13,3,9,3,2,0,1,1,0,0
"424",1,0,0,0,12,12,6,5,13,11,6,7,2,1,0,0,0,0,1
"425",0,1,0,0,11,12,7,5,10,20,7,1,1,2,0,0,1,0,0
"426",2,1,0,1,14,6,8,6,6,10,5,3,1,0,0,0,0,0,1
"427",4,0,1,0,23,8,11,5,6,18,6,4,2,2,0,0,0,0,1
"428",2,0,2,0,7,17,5,12,17,12,7,5,2,0,0,0,0,0,1
"429",1,1,0,0,11,10,5,6,6,11,4,6,2,2,0,0,0,1,0
"430",3,1,1,1,10,8,3,5,4,15,4,4,0,3,0,0,0,0,1
"431",0,1,0,0,16,14,11,9,15,13,10,8,0,2,0,0,1,0,0
"432",2,3,2,2,8,19,5,15,13,17,4,4,3,3,0,0,1,0,0
"433",3,0,1,0,25,9,15,4,7,9,11,3,0,2,0,0,0,0,1
"434",3,0,1,0,18,7,11,4,15,18,6,2,1,2,0,0,0,0,1
"435",4,3,1,1,21,10,11,6,15,14,11,1,2,2,0,0,0,0,1
"436",2,1,1,0,12,3,4,1,14,11,3,3,1,1,0,0,0,0,1
"437",1,2,0,1,12,10,6,4,9,17,8,4,2,1,0,0,1,0,0
"438",2,1,1,1,15,10,7,5,14,11,6,5,2,3,1,0,0,0,1
"439",0,1,0,0,18,14,12,4,14,11,4,6,4,0,0,0,1,0,0
"440",6,1,2,1,22,7,14,3,10,3,13,2,1,4,0,0,0,0,1
"441",0,1,0,1,16,12,12,8,14,17,5,6,0,3,0,0,1,0,0
"442",0,2,0,0,2,13,1,7,9,8,2,7,1,1,0,0,1,0,0
"443",5,0,2,0,18,10,12,7,10,14,2,7,1,1,0,0,0,0,1
"444",3,1,1,0,15,14,9,8,11,11,4,7,1,2,0,1,0,0,1
"445",5,2,1,0,10,15,8,11,18,11,7,8,1,3,0,0,0,0,1
"446",3,1,2,1,20,12,12,8,18,14,11,5,1,1,0,0,0,0,1
"447",2,2,1,1,12,17,9,9,15,16,5,6,2,1,0,0,0,1,0
"448",2,1,0,0,15,10,13,6,17,11,8,4,0,3,0,0,0,0,1
"449",2,1,0,0,11,13,6,5,14,8,4,2,0,2,0,0,0,0,1
"450",2,2,0,1,17,4,9,3,11,15,14,1,2,3,0,1,0,1,0
"451",0,1,0,1,11,12,5,8,8,12,8,6,1,2,0,0,1,0,0
"452",6,2,3,2,24,7,18,7,9,10,8,1,1,1,0,0,0,0,1
"453",2,0,0,0,12,12,8,3,14,17,5,8,1,1,0,0,0,0,1
"454",1,1,0,0,24,8,17,6,5,15,11,4,1,3,0,0,0,1,0
"455",2,2,1,0,20,10,10,6,12,9,8,4,3,2,0,1,0,1,0
"456",1,1,1,0,12,9,6,7,10,8,6,6,1,2,0,0,0,1,0
"457",3,1,2,1,20,3,12,2,8,16,7,3,1,2,0,0,0,0,1
"458",2,1,1,1,7,21,5,13,19,13,6,9,2,1,0,0,0,0,1
"459",1,1,0,0,13,12,5,6,6,15,6,5,1,3,0,1,0,1,0
"460",2,1,2,0,13,15,7,7,15,8,13,1,0,1,0,0,0,0,1
"461",1,2,0,2,23,9,13,4,14,13,10,9,3,3,1,1,1,0,0
"462",2,1,1,1,11,12,4,11,16,13,5,6,3,3,0,0,0,0,1
"463",1,0,1,0,13,15,7,6,20,17,1,7,2,1,0,0,0,0,1
"464",3,2,3,1,12,9,6,5,18,14,3,2,3,3,0,0,0,0,1
"465",1,1,1,0,13,5,7,4,15,11,6,6,2,1,0,1,0,1,0
"466",2,0,1,0,17,5,11,2,13,15,7,4,1,1,0,0,0,0,1
"467",2,1,1,0,19,14,13,6,9,14,6,8,3,1,0,0,0,0,1
"468",1,3,1,1,12,13,9,8,12,11,7,4,2,0,0,0,1,0,0
"469",5,0,1,0,26,5,15,2,8,10,8,0,0,1,0,0,0,0,1
"470",0,0,0,0,7,8,3,2,16,23,6,6,2,1,0,0,0,1,0
"471",0,1,0,0,22,8,12,2,8,18,7,1,0,3,0,0,1,0,0
"472",1,1,0,0,8,12,4,8,10,16,8,3,1,2,0,0,0,1,0
"473",3,2,2,1,12,17,8,12,14,15,4,4,3,1,0,0,0,0,1
"474",2,0,0,0,11,7,6,5,20,11,5,1,2,3,1,1,0,0,1
"475",2,2,0,0,20,11,7,5,11,12,14,2,0,2,0,0,0,1,0
"476",2,2,0,2,15,15,9,10,17,15,6,8,3,2,1,0,0,1,0
"477",3,0,2,0,18,7,12,5,10,10,6,2,1,1,0,0,0,0,1
"478",0,4,0,1,15,27,6,17,9,7,8,10,1,1,1,0,1,0,0
"479",2,0,1,0,11,8,5,6,12,13,8,1,1,4,0,1,0,0,1
"480",1,1,1,0,9,13,4,8,15,16,3,4,1,3,1,1,0,1,0
"481",3,1,1,1,10,6,6,3,10,13,2,2,1,0,0,2,0,0,1
"482",2,0,0,0,20,2,11,1,10,21,7,2,0,2,0,0,0,0,1
"483",4,0,2,0,21,8,11,3,11,10,7,4,0,1,0,0,0,0,1
"484",2,2,2,0,10,11,5,7,13,15,4,3,0,3,0,0,0,1,0
"485",2,2,1,2,17,15,7,9,12,16,7,3,3,3,1,1,0,1,0
"486",0,0,0,0,7,14,4,6,9,8,4,8,3,1,1,0,0,1,0
"487",2,1,1,0,14,13,7,10,11,12,6,14,2,4,0,1,0,0,1
"488",5,1,2,1,19,13,13,9,17,16,8,1,1,4,0,0,0,0,1
"489",3,1,0,1,10,9,6,3,12,18,8,5,3,3,0,0,0,0,1
"490",3,3,1,2,13,6,8,4,10,11,8,3,1,3,0,0,0,1,0
"491",2,0,1,0,10,14,8,6,10,19,4,4,1,2,0,0,0,0,1
"492",1,4,0,3,8,11,6,6,9,15,4,4,2,3,0,0,1,0,0
"493",1,0,0,0,12,21,9,10,13,15,0,7,3,3,0,0,0,0,1
"494",2,1,0,1,16,7,8,4,12,14,4,2,1,4,0,1,0,0,1
"495",1,2,0,1,16,9,7,6,12,18,5,4,0,5,0,0,1,0,0
"496",1,1,1,1,19,7,12,3,15,16,10,6,2,1,0,0,0,1,0
"497",2,2,1,2,27,5,14,2,7,9,11,1,1,2,0,0,0,1,0
"498",1,0,1,0,3,12,2,5,7,9,0,7,1,0,0,0,0,0,1
"499",1,1,1,0,11,10,6,6,6,12,6,8,0,3,0,0,0,1,0
"500",4,0,3,0,23,4,14,3,4,14,5,6,0,2,0,0,0,0,1
"501",3,3,3,2,12,16,8,10,9,17,5,3,0,4,1,0,0,1,0
"502",2,2,0,0,10,9,6,6,9,13,7,3,2,0,0,0,0,1,0
"503",3,0,1,0,18,11,11,5,4,6,13,4,2,2,0,0,0,0,1
"504",1,0,0,0,5,9,1,3,10,10,2,6,2,1,0,0,0,0,1
"505",0,2,0,1,15,15,8,11,13,12,7,7,3,1,0,0,1,0,0
"506",1,0,0,0,9,14,3,7,15,13,4,4,1,2,0,0,0,0,1
"507",9,1,1,0,28,11,16,5,9,11,10,5,1,0,0,0,0,0,1
"508",3,0,1,0,8,7,4,3,7,13,3,3,0,0,0,0,0,0,1
"509",3,2,3,0,8,5,7,3,18,23,3,4,1,4,0,0,0,0,1
"510",1,1,1,0,12,23,4,17,10,8,7,9,0,1,0,0,0,1,0
"511",0,0,0,0,11,7,4,4,12,11,9,2,1,2,0,0,0,1,0
"512",1,1,0,1,12,4,7,2,7,21,8,5,1,6,0,0,0,1,0
"513",1,1,1,0,17,8,7,3,14,12,8,2,1,3,0,0,0,1,0
"514",1,4,1,1,20,12,12,8,16,10,4,8,4,3,0,0,1,0,0
"515",5,3,3,0,9,16,5,10,10,15,1,7,2,1,0,1,0,0,1
"516",1,0,0,0,16,9,10,4,12,14,5,8,0,3,0,0,0,0,1
"517",0,3,0,2,5,7,3,5,17,12,4,3,2,2,0,0,1,0,0
"518",0,2,0,1,12,9,8,7,15,12,6,4,1,0,0,0,1,0,0
"519",0,1,0,1,8,13,2,7,14,8,6,5,2,1,0,0,1,0,0
"520",2,0,1,0,12,5,8,4,3,7,10,2,0,0,0,0,0,0,1
"521",3,0,2,0,13,5,6,1,15,15,9,3,4,3,0,0,0,0,1
"522",0,0,0,0,9,15,3,11,15,9,1,8,1,0,0,0,0,1,0
"523",2,1,1,1,13,10,8,6,12,17,9,6,1,6,0,0,0,0,1
"524",2,0,0,0,9,14,4,8,16,14,5,5,4,2,0,0,0,0,1
"525",0,4,0,1,11,18,7,11,8,16,2,8,0,1,0,0,1,0,0
"526",2,3,1,0,18,10,7,9,14,8,2,2,2,0,0,0,1,0,0
"527",2,1,1,0,12,17,11,10,9,16,11,10,2,1,0,0,0,0,1
"528",2,2,0,0,15,19,6,11,11,18,1,6,4,4,0,0,0,1,0
"529",1,0,1,0,16,8,5,5,9,12,4,8,1,2,0,0,0,0,1
"530",1,0,0,0,16,14,9,7,12,13,11,7,3,4,0,1,0,0,1
"531",3,3,2,2,12,14,8,6,11,9,5,9,3,3,0,1,0,1,0
"532",1,1,0,0,10,12,8,6,12,8,7,4,0,2,0,0,0,1,0
"533",3,3,2,2,25,10,13,7,13,17,7,1,0,1,0,0,0,1,0
"534",0,0,0,0,9,14,7,9,14,19,3,4,1,2,0,0,0,1,0
"535",0,1,0,1,16,8,9,5,4,14,9,4,1,1,0,0,1,0,0
"536",2,2,1,1,14,11,5,8,19,8,5,3,5,1,0,0,0,1,0
"537",1,1,1,0,16,9,9,6,12,14,9,6,4,3,0,1,0,1,0
"538",0,1,0,1,18,3,10,3,8,13,1,5,0,5,0,0,1,0,0
"539",1,2,1,0,6,7,3,5,19,16,3,4,3,3,0,0,1,0,0
"540",2,1,1,0,13,8,6,4,8,16,6,7,2,2,0,0,0,0,1
"541",3,1,0,0,23,9,12,6,10,7,8,4,4,1,0,0,0,0,1
"542",3,0,2,0,12,4,9,1,11,11,8,3,1,1,0,0,0,0,1
"543",0,2,0,1,15,11,5,4,16,14,7,1,2,2,1,0,1,0,0
"544",1,1,1,1,8,17,3,9,11,11,3,6,2,0,0,0,0,1,0
"545",2,1,1,0,21,7,8,3,11,11,11,2,0,0,0,0,0,0,1
"546",2,1,1,0,12,8,7,5,12,11,13,0,1,1,0,0,0,0,1
"547",3,0,1,0,19,9,7,5,10,8,5,6,2,3,0,0,0,0,1
"548",3,0,1,0,18,6,9,2,9,14,8,0,1,5,0,0,0,0,1
"549",1,0,0,0,17,13,8,5,9,12,3,4,0,1,0,0,0,0,1
"550",0,2,0,1,13,7,9,2,7,6,5,0,0,1,0,0,1,0,0
"551",3,0,1,0,10,16,7,4,10,9,5,2,0,1,0,0,0,0,1
"552",4,3,3,2,11,7,5,5,13,8,6,4,2,2,0,1,0,0,1
"553",2,0,1,0,14,7,6,3,7,12,8,10,3,3,0,1,0,0,1
"554",1,1,1,1,19,2,7,1,8,9,6,4,0,3,0,0,0,1,0
"555",1,1,1,0,6,20,5,6,17,16,5,5,4,3,0,0,0,1,0
"556",2,0,1,0,12,10,12,6,17,9,5,5,2,1,0,0,0,0,1
"557",0,0,0,0,11,27,4,12,6,17,7,11,1,2,0,1,0,1,0
"558",1,1,0,1,15,11,7,5,11,12,8,2,0,0,0,0,0,1,0
"559",0,0,0,0,15,6,6,1,19,12,4,2,1,0,0,0,0,1,0
"560",2,0,0,0,14,6,10,2,9,10,7,1,0,1,0,1,0,0,1
"561",2,0,2,0,12,7,6,3,13,10,7,6,0,2,0,0,0,0,1
"562",1,1,1,0,10,12,6,4,17,16,4,12,1,3,0,0,0,1,0
"563",2,0,1,0,13,11,5,7,10,19,6,4,0,3,0,0,0,0,1
"564",1,1,0,1,14,8,8,3,10,18,6,2,1,4,0,0,0,1,0
"565",3,0,0,0,19,7,12,3,14,18,10,4,1,3,0,0,0,0,1
"566",1,3,0,1,12,19,6,11,13,17,5,6,0,2,0,0,1,0,0
"567",2,2,0,0,21,13,11,8,6,20,4,4,1,4,0,0,0,1,0
"568",2,1,0,1,18,3,11,3,9,13,10,6,1,1,0,0,0,0,1
"569",2,0,0,0,24,12,16,9,7,18,10,6,1,5,0,1,0,0,1
"570",0,1,0,0,12,9,6,5,15,13,10,7,2,3,0,0,1,0,0
"571",2,0,1,0,21,3,9,2,9,14,9,3,2,3,0,0,0,0,1
"572",0,3,0,1,11,12,6,5,16,11,8,3,3,2,0,0,1,0,0
"573",0,1,0,0,11,12,7,9,13,11,8,10,1,1,0,0,1,0,0
"574",2,2,1,0,16,12,6,7,14,18,8,8,1,2,0,0,0,1,0
"575",5,0,3,0,23,11,16,6,6,11,7,3,0,1,0,0,0,0,1
"576",1,4,0,2,10,14,6,10,14,3,2,10,2,0,0,0,1,0,0
"577",3,2,3,0,11,14,9,7,13,7,8,10,1,0,0,0,0,0,1
"578",2,2,1,1,6,9,5,5,10,11,6,8,1,1,0,0,0,1,0
"579",1,1,1,0,6,14,5,10,10,13,2,12,2,1,0,1,0,1,0
"580",4,1,2,0,12,8,6,3,6,10,4,3,1,1,0,0,0,0,1
"581",7,2,4,0,23,7,13,3,4,10,15,1,0,1,0,0,0,0,1
"582",2,0,2,0,13,8,6,4,14,14,11,3,0,0,0,0,0,0,1
"583",3,0,0,0,24,11,11,5,12,7,7,1,0,0,0,0,0,0,1
"584",1,1,0,0,6,4,5,3,14,10,10,0,1,2,0,0,0,1,0
"585",0,0,0,0,25,8,18,2,14,11,14,1,4,2,0,0,0,1,0
"586",0,2,0,0,9,20,4,14,14,16,4,3,4,3,1,1,1,0,0
"587",0,0,0,0,17,8,10,3,7,12,16,4,1,3,0,0,0,1,0
"588",2,0,1,0,11,14,7,9,14,9,3,6,1,3,0,0,0,0,1
"589",0,2,0,1,12,14,6,9,13,5,2,4,1,2,0,0,1,0,0
"590",4,2,1,2,20,7,14,4,16,17,9,3,1,2,0,0,0,0,1
"591",2,0,1,0,13,7,5,5,11,17,2,3,2,3,0,0,0,0,1
"592",4,0,1,0,25,8,15,4,6,10,12,8,1,1,0,0,0,0,1
"593",1,0,1,0,14,10,6,5,12,11,4,7,3,2,0,0,0,0,1
"594",1,1,0,0,14,12,8,4,16,9,6,4,3,1,0,0,0,1,0
"595",2,0,1,0,13,9,7,6,11,16,11,3,1,1,0,0,0,0,1
"596",0,0,0,0,6,6,4,3,10,11,0,7,0,1,0,0,0,1,0
"597",0,0,0,0,8,12,2,8,16,15,7,7,2,2,0,0,0,1,0
"598",2,1,1,0,13,13,7,8,20,13,5,6,3,1,0,0,0,0,1
"599",3,0,2,0,25,5,17,3,11,8,8,3,0,0,0,0,0,0,1
"600",2,0,2,0,11,5,7,3,10,19,3,8,0,1,0,0,0,0,1
"601",1,1,0,0,12,21,6,12,12,8,5,8,4,2,0,0,0,1,0
"602",1,2,0,1,5,16,3,9,12,12,2,9,1,1,0,0,1,0,0
"603",0,2,0,2,15,9,8,6,10,15,9,3,0,2,0,0,1,0,0
"604",2,2,1,0,8,13,4,4,15,10,4,7,2,0,0,0,0,1,0
"605",2,0,1,0,13,4,6,1,12,10,11,3,1,3,0,0,0,0,1
"606",0,0,0,0,7,8,6,4,17,13,10,7,0,1,0,0,0,1,0
"607",0,1,0,0,10,10,4,7,19,10,4,7,0,2,0,0,1,0,0
"608",1,3,0,2,18,11,7,5,9,12,8,5,1,0,0,0,1,0,0
"609",2,0,2,0,13,10,6,4,9,14,10,7,1,3,0,0,0,0,1
"610",0,0,0,0,6,4,5,3,7,16,7,3,2,3,0,0,0,1,0
"611",1,1,1,1,7,21,3,11,9,12,6,8,1,3,0,0,0,1,0
"612",1,0,0,0,14,12,9,8,12,12,5,5,0,1,0,0,0,0,1
"613",0,0,0,0,16,7,11,4,8,12,2,5,0,0,0,0,0,1,0
"614",2,1,1,0,8,20,4,11,15,13,3,5,2,1,0,0,0,0,1
"615",2,1,1,0,8,17,4,11,14,14,4,8,2,4,0,0,0,0,1
"616",1,0,0,0,9,6,4,3,11,23,8,8,3,3,1,1,0,0,1
"617",5,0,2,0,21,7,8,5,9,11,12,1,1,4,0,0,0,0,1
"618",3,0,2,0,15,9,11,4,13,20,12,7,2,3,0,1,0,0,1
"619",1,1,0,1,11,14,8,6,12,14,2,3,4,5,0,0,0,1,0
"620",0,0,0,0,28,10,15,5,10,13,12,4,0,0,0,0,0,1,0
"621",2,1,0,1,15,12,10,5,12,18,11,4,5,3,0,0,0,0,1
"622",2,0,2,0,9,14,3,6,11,14,4,8,2,2,0,0,0,0,1
"623",3,0,2,0,16,10,12,3,9,9,6,2,1,0,0,0,0,0,1
"624",2,0,1,0,8,11,4,5,8,18,6,3,0,2,0,0,0,0,1
"625",1,1,0,1,12,7,6,2,10,15,8,4,3,1,1,2,0,1,0
"626",1,1,1,0,16,10,11,6,12,7,9,5,2,3,0,0,0,1,0
"627",1,0,0,0,11,9,6,7,19,13,3,6,3,2,0,0,0,0,1
"628",1,1,1,1,10,12,6,6,9,10,1,7,0,1,0,1,0,1,0
"629",1,0,1,0,20,7,10,4,14,13,6,6,1,3,0,1,0,0,1
"630",2,1,1,1,7,14,5,5,13,15,5,6,1,2,0,0,0,0,1
"631",2,0,1,0,13,9,10,4,12,9,3,6,1,2,0,0,0,0,1
"632",1,0,1,0,8,10,4,4,15,10,5,7,2,1,0,0,0,0,1
"633",1,1,0,0,8,9,5,3,21,14,3,3,3,3,1,0,0,1,0
"634",0,0,0,0,10,8,1,0,6,9,4,9,0,1,0,0,0,1,0
"635",2,0,1,0,16,6,10,4,8,10,7,1,1,5,0,0,0,0,1
"636",3,1,1,1,11,11,7,5,12,10,4,12,5,1,0,0,0,0,1
"637",1,2,1,0,15,14,12,7,10,10,7,7,2,1,0,1,1,0,0
"638",3,0,1,0,20,7,12,3,13,12,9,2,1,1,0,1,0,0,1
"639",0,2,0,1,11,7,7,2,12,14,1,5,0,1,0,0,1,0,0
"640",5,2,1,1,15,13,8,10,5,12,9,5,0,3,0,0,0,0,1
"641",3,0,1,0,12,10,7,7,15,12,8,3,0,1,0,0,0,0,1
"642",2,1,0,1,11,9,6,6,9,16,3,1,1,1,0,0,0,0,1
"643",0,0,0,0,4,6,1,2,7,15,8,5,1,6,0,0,0,1,0
"644",0,3,0,1,8,13,7,12,17,13,3,2,3,4,0,0,1,0,0
"645",3,0,1,0,12,10,9,4,10,12,6,7,0,1,0,0,0,0,1
"646",1,0,1,0,10,11,5,2,16,18,2,7,1,3,0,0,0,0,1
"647",1,0,1,0,16,6,9,4,10,6,7,11,0,2,0,0,0,0,1
"648",1,2,1,1,14,13,8,5,12,13,4,3,1,2,0,1,1,0,0
"649",2,4,1,1,23,8,13,6,21,12,3,2,3,1,2,0,1,0,0
"650",1,3,1,1,4,17,3,11,12,7,3,6,0,1,1,0,1,0,0
"651",2,1,2,1,12,12,6,7,10,22,4,5,1,5,0,0,0,0,1
"652",0,0,0,0,12,3,5,1,15,16,2,2,3,3,0,0,0,1,0
"653",2,1,2,0,13,14,9,10,9,18,6,9,1,4,0,0,0,0,1
"654",3,1,1,0,20,8,11,5,5,12,8,2,0,4,0,0,0,0,1
"655",1,2,0,2,18,15,8,7,13,21,6,3,2,5,0,1,1,0,0
"656",0,1,0,0,12,15,6,6,9,8,2,4,2,1,0,0,1,0,0
"657",5,1,2,1,18,7,10,4,12,21,4,1,0,1,0,0,0,0,1
"658",1,0,1,0,12,11,4,3,15,14,4,7,1,5,0,0,0,0,1
"659",1,2,0,2,11,10,8,6,12,13,5,6,1,2,0,0,1,0,0
"660",4,0,1,0,12,7,7,2,14,10,2,7,2,2,0,1,0,0,1
"661",1,1,0,1,10,8,3,3,12,10,4,4,2,0,0,0,0,1,0
"662",2,2,1,2,7,13,4,11,10,11,5,4,1,1,0,0,0,1,0
"663",4,0,1,0,8,13,6,7,20,13,3,6,1,2,0,0,0,0,1
"664",1,2,0,1,22,7,11,3,10,21,11,6,1,4,0,0,1,0,0
"665",4,1,1,1,22,4,15,2,13,10,11,1,0,1,0,0,0,0,1
"666",1,2,1,1,7,18,2,9,16,13,2,8,2,2,1,0,1,0,0
"667",0,0,0,0,13,10,6,5,6,6,8,6,0,4,0,0,0,1,0
"668",3,1,1,0,14,10,7,7,12,7,5,6,0,0,0,0,0,0,1
"669",3,0,0,0,33,8,19,5,7,11,11,1,1,1,0,0,0,0,1
"670",1,1,1,0,12,13,7,9,12,10,3,7,2,4,0,0,0,1,0
"671",4,1,3,0,23,7,12,3,10,15,8,4,0,2,0,0,0,0,1
"672",1,2,1,1,10,18,6,10,10,14,7,8,2,1,0,0,1,0,0
"673",2,0,1,0,9,8,5,4,7,24,4,2,1,4,1,0,0,0,1
"674",2,2,1,2,11,7,3,4,10,12,7,5,1,2,0,0,0,1,0
"675",2,0,0,0,18,6,11,4,12,17,6,3,1,1,0,1,0,0,1
"676",3,2,1,1,18,9,10,5,7,8,11,1,1,0,0,0,0,0,1
"677",1,2,0,0,8,16,4,9,7,9,6,7,2,2,1,0,1,0,0
"678",3,1,2,0,11,21,9,14,8,8,7,10,0,1,0,0,0,0,1
